"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.tweet_url","Answer.Q1Answer","Answer.Q3Answer","Approve","Reject"
"3A9LA2FRWSZIUGF6JMZ9KS0VAHBXH2","30CYSFZVFTO4FY31EFB9F33DJGC0OQ","Replying to Tweets","You are kindly requested to read tweets and select what you consider as the most appropriate answers to each of them. It is very quick!","Twitter tweet text analysis survey","$0.02","Wed Nov 01 04:54:55 PDT 2017","2","BatchId:2992706;OriginalHitTemplateId:920937336;","3600","259200","Wed Nov 08 03:54:55 PST 2017","","","3KMS4QQVK3BVJ4NNFF1MFXB05LXFKD","A3GUJ6JD25FX7O","Approved","Wed Nov 01 05:50:38 PDT 2017","Wed Nov 01 05:50:50 PDT 2017","Sat Nov 04 05:50:50 PDT 2017","Thu Nov 02 07:00:08 PDT 2017","","","12","100% (374/374)","100% (374/374)","100% (94/94)","https://twitter.com/preciousmorin/status/918618282172801024","yes","ges"
"3A9LA2FRWSZIUGF6JMZ9KS0VAHBXH2","30CYSFZVFTO4FY31EFB9F33DJGC0OQ","Replying to Tweets","You are kindly requested to read tweets and select what you consider as the most appropriate answers to each of them. It is very quick!","Twitter tweet text analysis survey","$0.02","Wed Nov 01 04:54:55 PDT 2017","2","BatchId:2992706;OriginalHitTemplateId:920937336;","3600","259200","Wed Nov 08 03:54:55 PST 2017","","","3OXV7EAXLFBT4DM5TG6J45HL21N365","A2HWLIJP5OVFD5","Approved","Wed Nov 01 07:19:39 PDT 2017","Wed Nov 01 07:23:44 PDT 2017","Sat Nov 04 07:23:44 PDT 2017","Thu Nov 02 07:00:08 PDT 2017","","","245","100% (76/76)","100% (76/76)","100% (76/76)","https://twitter.com/preciousmorin/status/918618282172801024","yes","cc"
"3AFT28WXLFNVW2CYODUY1RAHYQLIOB","30CYSFZVFTO4FY31EFB9F33DJGC0OQ","Replying to Tweets","You are kindly requested to read tweets and select what you consider as the most appropriate answers to each of them. It is very quick!","Twitter tweet text analysis survey","$0.02","Wed Nov 01 04:55:05 PDT 2017","2","BatchId:2992706;OriginalHitTemplateId:920937336;","3600","259200","Wed Nov 08 03:55:05 PST 2017","","","35LDD5557BP1PEF4125ZANV92M8MKQ","A3GUJ6JD25FX7O","Approved","Wed Nov 01 05:42:09 PDT 2017","Wed Nov 01 05:42:15 PDT 2017","Sat Nov 04 05:42:15 PDT 2017","Thu Nov 02 07:06:49 PDT 2017","","","6","100% (374/374)","100% (374/374)","100% (94/94)","https://twitter.com/intosza/status/918892795741515777","no",""
"3AFT28WXLFNVW2CYODUY1RAHYQLIOB","30CYSFZVFTO4FY31EFB9F33DJGC0OQ","Replying to Tweets","You are kindly requested to read tweets and select what you consider as the most appropriate answers to each of them. It is very quick!","Twitter tweet text analysis survey","$0.02","Wed Nov 01 04:55:05 PDT 2017","2","BatchId:2992706;OriginalHitTemplateId:920937336;","3600","259200","Wed Nov 08 03:55:05 PST 2017","","","3TPZPLC3M1X1EJ4A8C5SA582W50P3H","A2HM35CWB7IIFM","Approved","Wed Nov 01 06:07:13 PDT 2017","Wed Nov 01 06:07:27 PDT 2017","Sat Nov 04 06:07:27 PDT 2017","Thu Nov 02 07:06:49 PDT 2017","","","14","100% (7/7)","100% (7/7)","100% (7/7)","https://twitter.com/intosza/status/918892795741515777","no",""
"3SNR5F7R92E9KBZ9UZR2WFG3UOFIE7","30CYSFZVFTO4FY31EFB9F33DJGC0OQ","Replying to Tweets","You are kindly requested to read tweets and select what you consider as the most appropriate answers to each of them. It is very quick!","Twitter tweet text analysis survey","$0.02","Wed Nov 01 04:54:55 PDT 2017","2","BatchId:2992706;OriginalHitTemplateId:920937336;","3600","259200","Wed Nov 08 03:54:55 PST 2017","","","3L6L49WXW1II355VOB1XM4VRK61545","A1GKEEI844CEKI","Approved","Wed Nov 01 06:47:31 PDT 2017","Wed Nov 01 06:48:19 PDT 2017","Sat Nov 04 06:48:19 PDT 2017","Thu Nov 02 07:05:58 PDT 2017","","","48","100% (48/48)","100% (48/48)","100% (48/48)","https://twitter.com/bxndstrxsh/status/918109961749778432","yes","ges"
"3SNR5F7R92E9KBZ9UZR2WFG3UOFIE7","30CYSFZVFTO4FY31EFB9F33DJGC0OQ","Replying to Tweets","You are kindly requested to read tweets and select what you consider as the most appropriate answers to each of them. It is very quick!","Twitter tweet text analysis survey","$0.02","Wed Nov 01 04:54:55 PDT 2017","2","BatchId:2992706;OriginalHitTemplateId:920937336;","3600","259200","Wed Nov 08 03:54:55 PST 2017","","","3XUHV3NRVLJCFHTQ3ILGGT4VOAHH5U","A2ZBYVQLDUZOV7","Approved","Wed Nov 01 06:05:59 PDT 2017","Wed Nov 01 06:06:14 PDT 2017","Sat Nov 04 06:06:14 PDT 2017","Thu Nov 02 07:05:58 PDT 2017","","","15","100% (249/249)","100% (249/249)","100% (100/100)","https://twitter.com/bxndstrxsh/status/918109961749778432","yes","cc"
"3WJGKMRWVIUDF2Z96UKWFU0NH7UDC7","30CYSFZVFTO4FY31EFB9F33DJGC0OQ","Replying to Tweets","You are kindly requested to read tweets and select what you consider as the most appropriate answers to each of them. It is very quick!","Twitter tweet text analysis survey","$0.02","Wed Nov 01 04:54:55 PDT 2017","2","BatchId:2992706;OriginalHitTemplateId:920937336;","3600","259200","Wed Nov 08 03:54:55 PST 2017","","","3IX2EGZR7C4XBAMEOP14V7P6ULRJRZ","A2WNW8A4MOR7T7","Approved","Wed Nov 01 07:43:33 PDT 2017","Wed Nov 01 07:43:42 PDT 2017","Sat Nov 04 07:43:42 PDT 2017","Thu Nov 02 07:06:15 PDT 2017","","","9","100% (173/173)","100% (173/173)","100% (173/173)","https://twitter.com/MajoContreraas/status/917827374342983681","yes","ad"
"3WJGKMRWVIUDF2Z96UKWFU0NH7UDC7","30CYSFZVFTO4FY31EFB9F33DJGC0OQ","Replying to Tweets","You are kindly requested to read tweets and select what you consider as the most appropriate answers to each of them. It is very quick!","Twitter tweet text analysis survey","$0.02","Wed Nov 01 04:54:55 PDT 2017","2","BatchId:2992706;OriginalHitTemplateId:920937336;","3600","259200","Wed Nov 08 03:54:55 PST 2017","","","3U8YCDAGXQ1QX36SP22Y8C05YP0Q0C","A3GUJ6JD25FX7O","Approved","Wed Nov 01 05:54:06 PDT 2017","Wed Nov 01 05:54:18 PDT 2017","Sat Nov 04 05:54:18 PDT 2017","Thu Nov 02 07:06:15 PDT 2017","","","12","100% (374/374)","100% (374/374)","100% (94/94)","https://twitter.com/MajoContreraas/status/917827374342983681","yes","cc"
"3AJA9FLWSCJ1QPZ5PAB8EX136PUIFP","30CYSFZVFTO4FY31EFB9F33DJGC0OQ","Replying to Tweets","You are kindly requested to read tweets and select what you consider as the most appropriate answers to each of them. It is very quick!","Twitter tweet text analysis survey","$0.02","Wed Nov 01 04:54:55 PDT 2017","2","BatchId:2992706;OriginalHitTemplateId:920937336;","3600","259200","Wed Nov 08 03:54:55 PST 2017","","","39LOEL67OTQG8R5TMV3HOJDC7VT839","A2HWLIJP5OVFD5","Approved","Wed Nov 01 05:06:26 PDT 2017","Wed Nov 01 05:06:47 PDT 2017","Sat Nov 04 05:06:47 PDT 2017","Thu Nov 02 07:00:09 PDT 2017","","","21","100% (76/76)","100% (76/76)","100% (76/76)","https://twitter.com/aiwaplaz/status/917358480767434753","yes","cc"
"3AJA9FLWSCJ1QPZ5PAB8EX136PUIFP","30CYSFZVFTO4FY31EFB9F33DJGC0OQ","Replying to Tweets","You are kindly requested to read tweets and select what you consider as the most appropriate answers to each of them. It is very quick!","Twitter tweet text analysis survey","$0.02","Wed Nov 01 04:54:55 PDT 2017","2","BatchId:2992706;OriginalHitTemplateId:920937336;","3600","259200","Wed Nov 08 03:54:55 PST 2017","","","3CCZ6YKWR84J0BB756XO3C675X995W","A3QZMGTVA4VO44","Approved","Wed Nov 01 06:05:35 PDT 2017","Wed Nov 01 06:05:54 PDT 2017","Sat Nov 04 06:05:54 PDT 2017","Thu Nov 02 07:00:09 PDT 2017","","","19","100% (58/58)","100% (58/58)","100% (58/58)","https://twitter.com/aiwaplaz/status/917358480767434753","yes","ad"
