"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.tweet_url","Input.tweet_support_message","Answer.Q1Answer","Answer.Q2Answer","Answer.Q3Answer","Approve","Reject"
"301KG0KX9C6HT0C9VXEGU26ZXNO2H4","3U9G08NWHYQ6R5Y5PG4GVF592V5NCS","Analysing Replies to Tweets","You are kindly requested to read replies to tweets and match them with sentences that will be presented to you. It is very quick!","Twitter tweet text analysis survey","$0.02","Fri Nov 10 06:01:12 PST 2017","2","BatchId:3004563;OriginalHitTemplateId:920937336;","3600","259200","Sun Nov 12 06:01:12 PST 2017","","","32SCWG5HIIP0B2RSRE3QH8KM8JB6PP","ATR6RB1RULOC0","Submitted","Fri Nov 10 07:17:38 PST 2017","Fri Nov 10 07:17:49 PST 2017","Mon Nov 13 07:17:49 PST 2017","","","","11","100% (56/56)","100% (56/56)","0% (0/0)","https://twitter.com/Sanfranita/status/917172398767484928","i'm very sorry to hear that.  these days many things can be done about this.  keep me posted please.","yes","","ges"
"301KG0KX9C6HT0C9VXEGU26ZXNO2H4","3U9G08NWHYQ6R5Y5PG4GVF592V5NCS","Analysing Replies to Tweets","You are kindly requested to read replies to tweets and match them with sentences that will be presented to you. It is very quick!","Twitter tweet text analysis survey","$0.02","Fri Nov 10 06:01:12 PST 2017","2","BatchId:3004563;OriginalHitTemplateId:920937336;","3600","259200","Sun Nov 12 06:01:12 PST 2017","","","3I2PTA7R3UFSATDWTVCGRWFEEABKQT","A3QZMGTVA4VO44","Submitted","Fri Nov 10 06:09:46 PST 2017","Fri Nov 10 06:10:02 PST 2017","Mon Nov 13 06:10:02 PST 2017","","","","16","100% (58/58)","100% (58/58)","0% (0/0)","https://twitter.com/Sanfranita/status/917172398767484928","i'm very sorry to hear that.  these days many things can be done about this.  keep me posted please.","yes","","ges"
"301KG0KX9C6HT0C9VXEGU26ZXNOH2J","3U9G08NWHYQ6R5Y5PG4GVF592V5NCS","Analysing Replies to Tweets","You are kindly requested to read replies to tweets and match them with sentences that will be presented to you. It is very quick!","Twitter tweet text analysis survey","$0.02","Fri Nov 10 06:01:14 PST 2017","2","BatchId:3004563;OriginalHitTemplateId:920937336;","3600","259200","Sun Nov 12 06:01:14 PST 2017","","","37KGEN7NJ4B8L89X6A2ZN8B33PSPP7","A10HFGQLEOD3VQ","Submitted","Fri Nov 10 13:38:41 PST 2017","Fri Nov 10 13:39:04 PST 2017","Mon Nov 13 13:39:04 PST 2017","","","","23","0% (0/0)","0% (0/0)","0% (0/0)","https://twitter.com/Envymrsanderson/status/918646583138373632","I'm sorry, I've heard some minerals can help.","yes","","ges"
"301KG0KX9C6HT0C9VXEGU26ZXNOH2J","3U9G08NWHYQ6R5Y5PG4GVF592V5NCS","Analysing Replies to Tweets","You are kindly requested to read replies to tweets and match them with sentences that will be presented to you. It is very quick!","Twitter tweet text analysis survey","$0.02","Fri Nov 10 06:01:14 PST 2017","2","BatchId:3004563;OriginalHitTemplateId:920937336;","3600","259200","Sun Nov 12 06:01:14 PST 2017","","","3GLB5JMZFYGTJYD8YILHT5GMOESGD4","ATR6RB1RULOC0","Submitted","Fri Nov 10 07:53:59 PST 2017","Fri Nov 10 07:54:08 PST 2017","Mon Nov 13 07:54:08 PST 2017","","","","9","100% (56/56)","100% (56/56)","0% (0/0)","https://twitter.com/Envymrsanderson/status/918646583138373632","I'm sorry, I've heard some minerals can help.","yes","sm",""
"302OLP89DZSFHVWXMKTUPTSHWJBACA","3U9G08NWHYQ6R5Y5PG4GVF592V5NCS","Analysing Replies to Tweets","You are kindly requested to read replies to tweets and match them with sentences that will be presented to you. It is very quick!","Twitter tweet text analysis survey","$0.02","Fri Nov 10 06:01:32 PST 2017","2","BatchId:3004563;OriginalHitTemplateId:920937336;","3600","259200","Sun Nov 12 06:01:32 PST 2017","","","308Q0PEVB9YVCZ6MCQGISLACC6RI93","ATR6RB1RULOC0","Submitted","Fri Nov 10 07:25:20 PST 2017","Fri Nov 10 07:25:25 PST 2017","Mon Nov 13 07:25:25 PST 2017","","","","5","100% (56/56)","100% (56/56)","0% (0/0)","https://twitter.com/pincheguerca/status/916487368240254976","could be way worse!","yes","cc",""
"302OLP89DZSFHVWXMKTUPTSHWJBACA","3U9G08NWHYQ6R5Y5PG4GVF592V5NCS","Analysing Replies to Tweets","You are kindly requested to read replies to tweets and match them with sentences that will be presented to you. It is very quick!","Twitter tweet text analysis survey","$0.02","Fri Nov 10 06:01:32 PST 2017","2","BatchId:3004563;OriginalHitTemplateId:920937336;","3600","259200","Sun Nov 12 06:01:32 PST 2017","","","3OVR4I9USQ47WROT83P0KFQIHOOQ4C","A2HWLIJP5OVFD5","Submitted","Fri Nov 10 07:00:23 PST 2017","Fri Nov 10 07:00:34 PST 2017","Mon Nov 13 07:00:34 PST 2017","","","","11","100% (76/76)","100% (76/76)","0% (0/0)","https://twitter.com/pincheguerca/status/916487368240254976","could be way worse!","yes","sm",""
"302OLP89DZSFHVWXMKTUPTSHWJBCAC","3U9G08NWHYQ6R5Y5PG4GVF592V5NCS","Analysing Replies to Tweets","You are kindly requested to read replies to tweets and match them with sentences that will be presented to you. It is very quick!","Twitter tweet text analysis survey","$0.02","Fri Nov 10 06:01:21 PST 2017","2","BatchId:3004563;OriginalHitTemplateId:920937336;","3600","259200","Sun Nov 12 06:01:21 PST 2017","","","3DY46V3X3Q30ZO9V2GK7RW15LOG553","A2T7HLGR4UMO39","Submitted","Fri Nov 10 07:50:01 PST 2017","Fri Nov 10 07:50:35 PST 2017","Mon Nov 13 07:50:35 PST 2017","","","","34","100% (2/2)","100% (2/2)","0% (0/0)","https://twitter.com/OJayPT/status/917777110764269568","I think there might be an issue","yes","cc",""
"302OLP89DZSFHVWXMKTUPTSHWJBCAC","3U9G08NWHYQ6R5Y5PG4GVF592V5NCS","Analysing Replies to Tweets","You are kindly requested to read replies to tweets and match them with sentences that will be presented to you. It is very quick!","Twitter tweet text analysis survey","$0.02","Fri Nov 10 06:01:21 PST 2017","2","BatchId:3004563;OriginalHitTemplateId:920937336;","3600","259200","Sun Nov 12 06:01:21 PST 2017","","","3MAOD8E57RVDRWZBCMZODWSB587XNC","ATR6RB1RULOC0","Submitted","Fri Nov 10 07:06:16 PST 2017","Fri Nov 10 07:06:29 PST 2017","Mon Nov 13 07:06:29 PST 2017","","","","13","100% (56/56)","100% (56/56)","0% (0/0)","https://twitter.com/OJayPT/status/917777110764269568","I think there might be an issue","yes","","ges"
"302U8RURJZMI0NWMM5T41R06GXQNV6","3U9G08NWHYQ6R5Y5PG4GVF592V5NCS","Analysing Replies to Tweets","You are kindly requested to read replies to tweets and match them with sentences that will be presented to you. It is very quick!","Twitter tweet text analysis survey","$0.02","Fri Nov 10 06:01:36 PST 2017","2","BatchId:3004563;OriginalHitTemplateId:920937336;","3600","259200","Sun Nov 12 06:01:36 PST 2017","","","32VNZTT0A8P78S3TLIE0P50NDAU4RV","ATR6RB1RULOC0","Submitted","Fri Nov 10 07:18:54 PST 2017","Fri Nov 10 07:19:00 PST 2017","Mon Nov 13 07:19:00 PST 2017","","","","6","100% (56/56)","100% (56/56)","0% (0/0)","https://twitter.com/michaelgdeleon/status/919113341041119233","oh man i can relate.  hang in there.","yes","","ges"
"302U8RURJZMI0NWMM5T41R06GXQNV6","3U9G08NWHYQ6R5Y5PG4GVF592V5NCS","Analysing Replies to Tweets","You are kindly requested to read replies to tweets and match them with sentences that will be presented to you. It is very quick!","Twitter tweet text analysis survey","$0.02","Fri Nov 10 06:01:36 PST 2017","2","BatchId:3004563;OriginalHitTemplateId:920937336;","3600","259200","Sun Nov 12 06:01:36 PST 2017","","","39LNWE0K4VHTWRUPA1B9OHXQPTUIUR","A10HFGQLEOD3VQ","Submitted","Fri Nov 10 14:54:25 PST 2017","Fri Nov 10 14:54:43 PST 2017","Mon Nov 13 14:54:43 PST 2017","","","","18","0% (0/0)","0% (0/0)","0% (0/0)","https://twitter.com/michaelgdeleon/status/919113341041119233","oh man i can relate.  hang in there.","yes","ad",""
