"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.tweet_url","Answer.Q1Answer","Answer.Q2Answer","Approve","Reject"
"301KG0KX9C6HT0C9VXEGU26ZXD1H2C","3JUV1CRER58JGHFHKO6XFL9EJGUW2H","Replying to Tweets 2.0","You are kindly requested to read tweets and select what you consider as the most appropriate answers to each of them. It is very quick!","Twitter tweet text analysis survey","$0.02","Fri Nov 03 04:07:28 PDT 2017","2","BatchId:2995395;OriginalHitTemplateId:920937336;","3600","259200","Fri Nov 10 03:07:28 PST 2017","","","3BDCF01OGYFC31M0555BJIVV1K3LY7","A1VGZ2K3HF66TE","Approved","Fri Nov 03 10:26:53 PDT 2017","Fri Nov 03 10:27:18 PDT 2017","Mon Nov 06 09:27:18 PST 2017","Mon Nov 06 00:45:07 PST 2017","","","25","100% (885/885)","100% (885/885)","100% (320/320)","https://twitter.com/4EverINAxo/status/917846049116397568","yes","I'm so sorry for ur loss, RIP"
"301KG0KX9C6HT0C9VXEGU26ZXD1H2C","3JUV1CRER58JGHFHKO6XFL9EJGUW2H","Replying to Tweets 2.0","You are kindly requested to read tweets and select what you consider as the most appropriate answers to each of them. It is very quick!","Twitter tweet text analysis survey","$0.02","Fri Nov 03 04:07:28 PDT 2017","2","BatchId:2995395;OriginalHitTemplateId:920937336;","3600","259200","Fri Nov 10 03:07:28 PST 2017","","","3NAPMVF0ZX0NNV4R8QX6R9CPRIL27A","A1BQBQG2GNY8AY","Approved","Fri Nov 03 06:34:01 PDT 2017","Fri Nov 03 06:34:48 PDT 2017","Mon Nov 06 05:34:48 PST 2017","Mon Nov 06 00:45:08 PST 2017","","","47","100% (191/191)","100% (191/191)","100% (51/51)","https://twitter.com/4EverINAxo/status/917846049116397568","yes","I am really sorry for your loss.  Prayers for you and your family."
"304QEQWKZP5KP7VIKN5SVNALC1UO0M","3JUV1CRER58JGHFHKO6XFL9EJGUW2H","Replying to Tweets 2.0","You are kindly requested to read tweets and select what you consider as the most appropriate answers to each of them. It is very quick!","Twitter tweet text analysis survey","$0.02","Fri Nov 03 04:07:05 PDT 2017","2","BatchId:2995395;OriginalHitTemplateId:920937336;","3600","259200","Fri Nov 10 03:07:05 PST 2017","","","33OOO72IVI6NJBT0IMPD8IDTSIKCTO","A1VGZ2K3HF66TE","Approved","Sat Nov 04 12:04:30 PDT 2017","Sat Nov 04 12:04:46 PDT 2017","Tue Nov 07 11:04:46 PST 2017","Mon Nov 06 00:45:08 PST 2017","","","16","100% (885/885)","100% (885/885)","100% (320/320)","https://twitter.com/airamselasor/status/918987199747538944","yes","I don't know anyone :( sorry"
"304QEQWKZP5KP7VIKN5SVNALC1UO0M","3JUV1CRER58JGHFHKO6XFL9EJGUW2H","Replying to Tweets 2.0","You are kindly requested to read tweets and select what you consider as the most appropriate answers to each of them. It is very quick!","Twitter tweet text analysis survey","$0.02","Fri Nov 03 04:07:05 PDT 2017","2","BatchId:2995395;OriginalHitTemplateId:920937336;","3600","259200","Fri Nov 10 03:07:05 PST 2017","","","3PW9OPU9PR59C9PPJAGXQZLCO8N122","A1CF6U3GF7DZEJ","Approved","Sat Nov 04 13:34:43 PDT 2017","Sat Nov 04 13:35:46 PDT 2017","Tue Nov 07 12:35:46 PST 2017","Mon Nov 06 00:45:08 PST 2017","","","63","100% (1606/1606)","100% (1606/1606)","100% (150/150)","https://twitter.com/airamselasor/status/918987199747538944","yes","Maybe you'll get lucky!  Hoping and praying."
"306996CF6W50D2RRC14638TWAUI1BZ","3JUV1CRER58JGHFHKO6XFL9EJGUW2H","Replying to Tweets 2.0","You are kindly requested to read tweets and select what you consider as the most appropriate answers to each of them. It is very quick!","Twitter tweet text analysis survey","$0.02","Fri Nov 03 04:07:21 PDT 2017","2","BatchId:2995395;OriginalHitTemplateId:920937336;","3600","259200","Fri Nov 10 03:07:21 PST 2017","","","3E1QT0TDFQUVYUNC7YA4SPF1R0LI8P","A28LE67Q1YR9TV","Approved","Fri Nov 03 09:36:06 PDT 2017","Fri Nov 03 09:37:22 PDT 2017","Mon Nov 06 08:37:22 PST 2017","Mon Nov 06 00:45:08 PST 2017","","","76","100% (7/7)","100% (7/7)","100% (7/7)","https://twitter.com/thankingdolans/status/919129577934544896","yes","how much is it? I might be able to help you I know you really want to go"
"306996CF6W50D2RRC14638TWAUI1BZ","3JUV1CRER58JGHFHKO6XFL9EJGUW2H","Replying to Tweets 2.0","You are kindly requested to read tweets and select what you consider as the most appropriate answers to each of them. It is very quick!","Twitter tweet text analysis survey","$0.02","Fri Nov 03 04:07:21 PDT 2017","2","BatchId:2995395;OriginalHitTemplateId:920937336;","3600","259200","Fri Nov 10 03:07:21 PST 2017","","","3JWH6J9I9TY6ETWA7Q76OZ1JL76NBJ","A1VGZ2K3HF66TE","Approved","Fri Nov 03 12:24:14 PDT 2017","Fri Nov 03 12:24:36 PDT 2017","Mon Nov 06 11:24:36 PST 2017","Mon Nov 06 00:45:08 PST 2017","","","22","100% (885/885)","100% (885/885)","100% (320/320)","https://twitter.com/thankingdolans/status/919129577934544896","yes","me neither :("
"306996CF6W50D2RRC14638TWAUIB19","3JUV1CRER58JGHFHKO6XFL9EJGUW2H","Replying to Tweets 2.0","You are kindly requested to read tweets and select what you consider as the most appropriate answers to each of them. It is very quick!","Twitter tweet text analysis survey","$0.02","Fri Nov 03 04:07:21 PDT 2017","2","BatchId:2995395;OriginalHitTemplateId:920937336;","3600","259200","Fri Nov 10 03:07:21 PST 2017","","","31HQ4X3T3TVF7FAR6ZDM1W7UK9NSL0","A1VGZ2K3HF66TE","Approved","Sat Nov 04 20:45:12 PDT 2017","Sat Nov 04 20:45:32 PDT 2017","Tue Nov 07 19:45:32 PST 2017","Mon Nov 06 00:45:08 PST 2017","","","20","100% (885/885)","100% (885/885)","100% (320/320)","https://twitter.com/jadelynxt/status/919112476930727936","yes","ooh yeah i love acrylics!"
"306996CF6W50D2RRC14638TWAUIB19","3JUV1CRER58JGHFHKO6XFL9EJGUW2H","Replying to Tweets 2.0","You are kindly requested to read tweets and select what you consider as the most appropriate answers to each of them. It is very quick!","Twitter tweet text analysis survey","$0.02","Fri Nov 03 04:07:21 PDT 2017","2","BatchId:2995395;OriginalHitTemplateId:920937336;","3600","259200","Fri Nov 10 03:07:21 PST 2017","","","31Q0U3WYDQ0GYAMVPMXSMQ2KZOS717","A1BQBQG2GNY8AY","Approved","Sat Nov 04 10:16:52 PDT 2017","Sat Nov 04 10:17:27 PDT 2017","Tue Nov 07 09:17:27 PST 2017","Mon Nov 06 00:45:08 PST 2017","","","35","100% (191/191)","100% (191/191)","100% (51/51)","https://twitter.com/jadelynxt/status/919112476930727936","yes","Beauty has its price.  Post a pic for us to see."
"306W7JMRYYJIO2BCBMDLIIG4O0O8BQ","3JUV1CRER58JGHFHKO6XFL9EJGUW2H","Replying to Tweets 2.0","You are kindly requested to read tweets and select what you consider as the most appropriate answers to each of them. It is very quick!","Twitter tweet text analysis survey","$0.02","Fri Nov 03 04:07:18 PDT 2017","2","BatchId:2995395;OriginalHitTemplateId:920937336;","3600","259200","Fri Nov 10 03:07:18 PST 2017","","","3BV8HQ2ZZXMTOYLQ2VLTRDVR811A6A","A1S88VQY8G8CNC","Approved","Fri Nov 03 15:27:49 PDT 2017","Fri Nov 03 15:28:44 PDT 2017","Mon Nov 06 14:28:44 PST 2017","Mon Nov 06 00:45:08 PST 2017","","","55","100% (825/825)","100% (825/825)","100% (154/154)","https://twitter.com/KateParinas/status/919140055842615301","yes","yes it's frustrating.  the key, i think,is to do the best you can within reason.  treat yourself to things, but within reason."
"306W7JMRYYJIO2BCBMDLIIG4O0O8BQ","3JUV1CRER58JGHFHKO6XFL9EJGUW2H","Replying to Tweets 2.0","You are kindly requested to read tweets and select what you consider as the most appropriate answers to each of them. It is very quick!","Twitter tweet text analysis survey","$0.02","Fri Nov 03 04:07:18 PDT 2017","2","BatchId:2995395;OriginalHitTemplateId:920937336;","3600","259200","Fri Nov 10 03:07:18 PST 2017","","","3LS2AMNW5GBB0KYBRN49YDWNXLAQOJ","A2F0X4LN9N4O4C","Approved","Fri Nov 03 18:31:46 PDT 2017","Fri Nov 03 18:32:12 PDT 2017","Mon Nov 06 17:32:12 PST 2017","Mon Nov 06 00:45:09 PST 2017","","","26","100% (80/80)","100% (80/80)","100% (29/29)","https://twitter.com/KateParinas/status/919140055842615301","yes","There's lot of things you can do to save money.  Call me later and let's chat!"
